Filler,Anova (p),Log^2 FX/Ctl,p-Value
g646,0.266845351,1.713707282,0.573740359
g647,0.267279644,-0.174389214,0.573034116
g648,0.267282019,-0.485166475,0.573030257
g649,0.267812011,-0.435502733,0.572169949
g650,0.268153448,-0.299985603,0.571616614
g651,0.268215585,-0.890221904,0.571515991
g652,0.269396801,1.798408034,0.569607566
g653,0.269584611,0.15603044,0.569304903
g654,0.269937053,-2.007960658,0.568737498
g655,0.270057308,0.277198173,0.568544066
g656,0.27007535,-1.752420192,0.568515052
g657,0.270440328,-1.977958571,0.567928546
g658,0.270729817,-1.209970257,0.56746391
g659,0.271098038,-0.940454655,0.566873625
g660,0.271127475,0.410971837,0.56682647
g661,0.27122891,-1.518935981,0.566664021
g662,0.271485636,1.731818048,0.566253144
g663,0.271575786,-0.455275031,0.566108955
g664,0.271618372,-1.146678244,0.566040858
g665,0.271847708,0.512778317,0.565674324
g666,0.273400049,1.523058376,0.563201412
g667,0.273400358,1.578438668,0.563200921
g668,0.27342802,-2.40487225,0.563156982
g669,0.273494219,-0.562181677,0.563051849
g670,0.273655793,-2.170249627,0.562795354
g671,0.27382317,-1.472929934,0.562529806
g672,0.273985749,1.114541597,0.562272026
g673,0.274009281,1.138895552,0.562234727
g674,0.274237063,0.719292393,0.561873851
g675,0.27441543,0.2731472,0.561591473
g676,0.274617942,-1.395704487,0.561271092
g677,0.274665446,-1.350208377,0.561195973
g678,0.274698782,1.496821738,0.561143266
g679,0.27476743,0.296751843,0.561034748
g680,0.275404095,-1.880937549,0.560029606
g681,0.275575057,-1.807949773,0.559760094
g682,0.27600349,1.636382158,0.559085426
g683,0.276682347,-2.033965521,0.558018549
g684,0.27671804,0.45720406,0.557962527
g685,0.276747579,-1.327686761,0.55791617
g686,0.276749623,-1.784086219,0.557912962
g687,0.276868499,-1.047931162,0.557726454
g688,0.27706235,-1.345476252,0.557422486
g689,0.277434699,1.277533233,0.556839222
g690,0.277475038,2.376685778,0.55677608
g691,0.27758218,-2.151567904,0.556608418
g692,0.277830341,-1.451531394,0.556220328
g693,0.277867187,-0.658639803,0.556162736
g694,0.278179438,3.40403482,0.555674975
g695,0.27833677,-1.002932846,0.555429417
g696,0.278390147,-1.016661724,0.55534614
g697,0.278512498,-1.332858478,0.555155311
g698,0.278553434,2.914612187,0.555091483
g699,0.278596017,2.15771089,0.555025097
g700,0.278634221,-1.595852275,0.554965546
g701,0.279014445,2.132824804,0.554373312
g702,0.279386768,1.716125695,0.553794166
g703,0.279600258,-2.065492065,0.553462432
g704,0.279603477,2.211889545,0.553457432
g705,0.280103309,-0.51996536,0.552681761
g706,0.280111039,-0.650533132,0.552669776
g707,0.280289664,-1.127977812,0.552392917
g708,0.280404838,-1.013903759,0.552214497
g709,0.280579691,-0.723111691,0.551943767
g710,0.280807701,-0.509366638,0.551590986
g711,0.28099928,-2.638420108,0.551294793
g712,0.281219633,1.178042132,0.550954363
g713,0.281422344,1.59955902,0.550641424
g714,0.281435769,-1.271978647,0.550620707
g715,0.282912383,-1.308580411,0.548348043
g716,0.28294032,-0.977441788,0.54830516
g717,0.282994277,0.494843701,0.548222347
g718,0.283003488,5.365994443,0.548208212
g719,0.283198613,-1.966063342,0.547908878
g720,0.283339478,1.108289084,0.547692911
g721,0.283350209,0.665648708,0.547676463
g722,0.283377379,0.585061647,0.547634821
g723,0.283444923,0.406360439,0.547531318
g724,0.283591261,-3.14995276,0.547307156
g725,0.283715457,3.414770573,0.547117003
g726,0.283953713,0.703120871,0.546752448
g727,0.284407987,1.025129675,0.546058212
g728,0.28453097,-0.609371235,0.545870456
g729,0.284605205,0.212983112,0.545757162
g730,0.284939298,1.290958104,0.54524765
g731,0.2851833,-1.135440873,0.54487591
g732,0.285413504,-0.704869737,0.544525483
g733,0.285501866,-0.453120441,0.544391049
g734,0.286005104,-0.590714153,0.543626216
g735,0.287030345,-0.197635328,0.542072187
g736,0.28847553,-1.48846993,0.53989102
g737,0.288671504,0.101467639,0.539596085
g738,0.288801452,-0.870488117,0.539400628
g739,0.288861023,0.374646428,0.539311055
g740,0.288972121,-2.276446125,0.539144054
g741,0.288977903,-1.363784728,0.539135365
g742,0.288995045,-1.194006706,0.539109603
g743,0.289896561,-0.548908658,0.537756937
g744,0.290073338,-1.986402652,0.537492187
g745,0.290359917,-0.474663599,0.537063336
g746,0.290436944,-0.707694341,0.536948142
g747,0.290969781,-0.949001085,0.536152113
g748,0.291397498,-1.358516296,0.535514181
g749,0.291546179,-1.184725753,0.535292646
g750,0.291576186,0.314493502,0.535247949
g751,0.292155009,-1.039804639,0.534386663
g752,0.292216221,-1.024800186,0.53429568
g753,0.292218736,-0.982508606,0.534291942
g754,0.292436226,-0.470631764,0.533968829
g755,0.292438789,0.894450704,0.533965023
g756,0.292469366,-1.257172085,0.533919616
g757,0.29250887,1.096670246,0.53386096
g758,0.293014461,-1.292425093,0.533110946
g759,0.29344064,1.090401095,0.532479739
g760,0.293485437,0.794213966,0.532413444
g761,0.293558852,0.571359735,0.532304819
g762,0.293713969,0.571359735,0.532075398
g763,0.294101001,-1.97100603,0.531503497
g764,0.294298543,0.747434463,0.531211888
g765,0.294733532,-2.053199305,0.530570451
g766,0.294977941,-1.285092024,0.53021046
g767,0.294995907,-1.385185581,0.53018401
g768,0.295244306,-1.491185428,0.529818469
g769,0.295433318,-0.531688251,0.529540528
g770,0.295580921,0.536588872,0.529323602
g771,0.295844329,0.582708214,0.528936751
g772,0.296081816,-2.410376256,0.528588264
g773,0.296273095,0.509448466,0.528307786
g774,0.296347526,-1.443753761,0.528198694
g775,0.296407431,-0.37917675,0.528110913
g776,0.297100022,-0.614503537,0.527097316
g777,0.297126454,1.081802617,0.52705868
g778,0.29722592,-0.879108557,0.52691332
g779,0.297910866,-1.387388647,0.525913656
g780,0.297963792,-0.410341284,0.525836507
g781,0.298175843,-0.907487534,0.525527544
g782,0.298380066,-4.480843798,0.525230194
g783,0.29850515,-0.126827435,0.525048172
g784,0.298730523,-0.902703428,0.524720401
g785,0.298781704,-0.991659905,0.524646
g786,0.298946455,-2.298793026,0.524406592
g787,0.298966389,-1.58190197,0.524377634
g788,0.299429079,0.438749699,0.523706026
g789,0.299519791,-0.743314845,0.523574476
g790,0.299570732,0.599174904,0.523500619
g791,0.299645353,-1.741571689,0.523392453
g792,0.299759754,-1.49626073,0.523226676
g793,0.300396382,0.464462563,0.522305302
g794,0.300396946,0.855722547,0.522304487
g795,0.300503362,1.070862926,0.522150665
g796,0.300817252,-1.197875437,0.52169726
g797,0.300911136,2.796176033,0.52156174
g798,0.301072969,1.601785775,0.521328235
g799,0.301174853,-1.082285265,0.521181293
g800,0.301227932,-1.829518098,0.52110476
g801,0.301514552,2.16181116,0.520691723
g802,0.301847427,0.747079588,0.520212522
g803,0.301988582,5.054159213,0.520009477
g804,0.302452357,-0.621698032,0.519343027
g805,0.303103779,-1.416805651,0.518408649
g806,0.303209574,-0.901871537,0.51825709
g807,0.303360856,-0.827192567,0.518040459
g808,0.303364993,-0.302245914,0.518034536
g809,0.303942926,0.722918303,0.51720796
g810,0.304000622,-1.347130056,0.517125528
g811,0.304103796,-3.645068112,0.516978159
g812,0.304467917,3.317640484,0.516458464
g813,0.304481625,-1.361449421,0.516438911
g814,0.304497908,1.543334847,0.516415687
g815,0.304979151,-1.687961153,0.515729849
g816,0.304981649,-1.058392723,0.515726292
g817,0.305005889,-1.320424412,0.515691775
g818,0.30518572,-1.60257623,0.515435791
g819,0.305537586,-3.218153287,0.514935357
g820,0.30573385,-1.71939017,0.514656475
g821,0.306146761,-1.23687529,0.514070331
g822,0.30652707,2.254632992,0.513531166
g823,0.306600536,1.843799568,0.51342709
g824,0.306615772,-1.495163216,0.513405509
g825,0.306799523,-2.811450625,0.51314532
g826,0.306820684,-0.572362646,0.513115366
g827,0.306943388,0.814536696,0.512941718
g828,0.307093582,-1.562887904,0.51272926
g829,0.307227977,-0.71093174,0.512539239
g830,0.307331836,-0.555189229,0.51239245
g831,0.307621761,-1.467214968,0.511982946
g832,0.307886685,-3.023476387,0.511609092
g833,0.308731477,3.235914983,0.510419089
g834,0.308745692,-1.155289194,0.510399094
g835,0.308813898,-1.237537425,0.510303163
g836,0.308912903,0.744717926,0.510163951
g837,0.309055853,-0.210026089,0.509963027
g838,0.309354754,-1.395911541,0.509543206
g839,0.310319323,-3.355180386,0.508191181
g840,0.310364135,1.579881792,0.508128471
g841,0.310440304,-0.157174423,0.5080219
g842,0.310505654,-1.197135906,0.507930487
g843,0.310930644,0.428405676,0.507336474
g844,0.311357706,-0.364067924,0.506740381
g845,0.312170384,0.61482805,0.505608301
g846,0.312648255,0.299993566,0.504943991
g847,0.312724273,1.560145915,0.504838408
g848,0.31286663,-2.060992198,0.504640756
g849,0.312909559,3.743213362,0.504581169
g850,0.313014609,-0.85305589,0.504435393
g851,0.313118595,0.8946082,0.50429114
g852,0.313153491,-3.291551435,0.504242742
g853,0.313339859,-1.143573907,0.503984356
g854,0.31341656,-1.327253656,0.50387806
g855,0.313807138,1.269592341,0.503337182
g856,0.314024608,-1.231332815,0.503036318
g857,0.314387,-0.73553122,0.50253542
g858,0.31488329,-0.486700665,0.501850386
g859,0.315042074,-0.713970589,0.501631442
g860,0.315120076,-1.355544796,0.501523927
g861,0.315179181,-0.858697425,0.501442477
g862,0.315923331,2.60898288,0.5004183
g863,0.316434495,2.165046975,0.499716179
g864,0.316437686,-0.435109653,0.4997118
g865,0.316814665,0.713964548,0.499194724
g866,0.31681986,-4.611297709,0.499187602
g867,0.31687315,3.573114297,0.499114559
g868,0.317010795,-1.548407514,0.498925949
g869,0.317165195,-1.696297375,0.498714477
g870,0.317169348,0.517148452,0.498708791
g871,0.317537544,-1.105637239,0.498204919
g872,0.317588676,-1.559280173,0.498134991
g873,0.318043541,-1.197497828,0.49751342
g874,0.318240922,0.715278739,0.497243976
g875,0.318387764,0.222237681,0.497043631
g876,0.318619969,2.22573064,0.496727009
g877,0.318636925,0.925821021,0.496703898
g878,0.31874479,-0.826890899,0.496556905
g879,0.318821635,-4.234904833,0.496452215
g880,0.318990996,0.278737416,0.496221575
g881,0.319003125,-3.262019048,0.496205063
g882,0.319349582,0.35126386,0.495733648
g883,0.319505652,1.705442582,0.495521455
g884,0.3196277,-1.691593864,0.49535559
g885,0.319755391,-0.533627953,0.495182125
g886,0.319843068,1.07490518,0.495063057
g887,0.31985385,0.878440471,0.495048417
g888,0.320243541,-2.930438418,0.494519621
g889,0.320285135,-1.353804467,0.494463217
g890,0.320374996,-3.453089958,0.494341386
g891,0.32040048,-1.015477119,0.494306842
g892,0.320701929,-1.281585448,0.493898428
g893,0.321169277,0.717192467,0.493266006
g894,0.321846353,3.69067424,0.492351408
g895,0.321867285,-0.899890375,0.492323163
g896,0.321889617,-1.187292933,0.492293032
g897,0.322178866,1.462420025,0.491902951
g898,0.322295859,0.982455787,0.491745274
g899,0.322459022,-1.208284129,0.491525468
g900,0.322548092,-1.617727968,0.491405523
g901,0.323021981,-0.443928587,0.490767924
g902,0.323274757,2.996815309,0.490428206
g903,0.323382004,6.128635638,0.490284152
g904,0.323692804,-0.54738529,0.489866955
g905,0.323774509,-0.986385228,0.489757347
g906,0.32411514,-0.882617514,0.489300682
g907,0.324227206,2.561955811,0.489150546
g908,0.324237146,1.402477897,0.489137232
g909,0.324386318,-1.554918107,0.488937472
g910,0.324455822,-0.758681177,0.488844429
g911,0.324552383,-1.953527669,0.488715198
g912,0.324727329,-1.436329262,0.48848116
g913,0.325127186,5.210050296,0.487946715
g914,0.325308247,-1.440901642,0.487704927
g915,0.325315916,-1.367591791,0.487694688
g916,0.325423166,1.421001176,0.487551534
g917,0.325747013,1.316054559,0.487119558
g918,0.325821551,-1.734423728,0.487020193
g919,0.325944944,1.29427672,0.486855751
g920,0.326013746,-1.40269226,0.486764088
g921,0.32633677,-1.337392666,0.486333989
g922,0.326592413,4.924985266,0.485993908
g923,0.32673664,-5.730321819,0.485802161
g924,0.326893008,-1.721709222,0.485594369
g925,0.327038362,-1.056627177,0.485401301
g926,0.327048563,-1.036549951,0.485387755
g927,0.327450876,0.818654926,0.484853843
g928,0.327689068,0.700917498,0.484538047
g929,0.328071948,-0.641085685,0.484030903
g930,0.328502231,0.623572047,0.483461677
g931,0.32855593,-1.207096686,0.48339069
g932,0.32874557,-2.713157878,0.483140091
g933,0.329014745,-0.933505077,0.482784638
g934,0.329019599,-1.17488356,0.482778231
g935,0.329400223,-1.780861297,0.482276111
g936,0.329678596,-1.766102687,0.481909248
g937,0.329766617,1.336178868,0.481793311
g938,0.32994207,-1.460510768,0.481562305
g939,0.330193179,-0.556522552,0.481231902
g940,0.3302061,-0.83714982,0.481214908
g941,0.330225332,-1.646043908,0.481189615
g942,0.330244622,-1.159624043,0.481164246
g943,0.330475263,2.714363062,0.480861043
g944,0.330583753,-1.975253346,0.480718494
g945,0.330911609,-1.17169027,0.480287997
g946,0.331335995,-2.036980907,0.479731382
g947,0.331836021,-0.282964131,0.479076473
g948,0.332101229,-1.130543294,0.478729517
g949,0.332438501,-0.483087368,0.478288685
g950,0.33247639,-1.510774414,0.47823919
g951,0.332629882,5.117030672,0.478038738
g952,0.332885082,-1.046354367,0.477705667
g953,0.332972322,-0.807245506,0.477591865
g954,0.333054712,-1.38137749,0.477484418
g955,0.333068898,-0.874180143,0.47746592
g956,0.33322963,-0.834928177,0.477256389
g957,0.333235429,-1.451798736,0.477248831
g958,0.333385776,1.334523538,0.477052933
g959,0.333414366,-0.403673574,0.477015691
g960,0.333589152,-3.742672755,0.476788081
g961,0.333822766,-0.703589686,0.476484049
g962,0.334097245,1.031628212,0.476127106
g963,0.33435209,-2.586058168,0.475795958
g964,0.334495387,0.468044029,0.475609867
g965,0.334694389,4.96636974,0.475351568
g966,0.334935443,3.045233409,0.475038893
g967,0.335030008,-4.601038905,0.474916292
g968,0.335420866,1.309096371,0.474409924
g969,0.335714431,-1.276648205,0.47402999
g970,0.336158802,-0.975255133,0.473455513
g971,0.337445677,0.730430276,0.471796131
g972,0.33754689,1.604449062,0.471665889
g973,0.337589405,-1.124322625,0.471611192
g974,0.337776031,-3.194969925,0.471371172
g975,0.337824554,-0.361496104,0.471308788
g976,0.337947065,-0.655147261,0.471151321
g977,0.338055501,-1.347287353,0.471011993
g978,0.338140556,-1.281401141,0.470902738
g979,0.338273969,-1.611052344,0.470731421
g980,0.338476301,-2.58055755,0.470471734
g981,0.338668363,-0.99801388,0.470225371
g982,0.338774375,-0.310988431,0.470089447
g983,0.338816376,0.973260657,0.470035607
g984,0.338837931,1.200322012,0.470007979
g985,0.338999035,2.377464537,0.469801538
g986,0.339144887,-1.383667536,0.469614726
g987,0.339288792,-2.012402105,0.469430487
g988,0.339486645,-0.891139267,0.469177306
g989,0.339712434,-0.790040751,0.468888557
g990,0.339717747,-1.434965881,0.468881765
g991,0.33987802,-1.370975332,0.46867692
g992,0.339896812,0.710702035,0.468652909
g993,0.340079471,5.92164026,0.468419584
g994,0.340620784,-1.66919407,0.467728856
g995,0.341171348,-1.247867061,0.467027449
g996,0.341180871,-3.444664008,0.467015326
g997,0.341231893,2.23226584,0.466950385
g998,0.341266531,-1.78694074,0.466906302
g999,0.341284969,-1.131409335,0.466882839
g1000,0.341369615,-0.809433048,0.466775138
g1001,0.342554281,-0.631378241,0.465270601
g1002,0.34293596,1.069074942,0.464786973
g1003,0.342988588,-2.679882513,0.46472033
g1004,0.343162887,-0.943203923,0.464499687
g1005,0.343189116,3.522655236,0.464466494
g1006,0.343458674,2.128873245,0.464125511
g1007,0.34360077,-0.969454862,0.463945872
g1008,0.343633691,4.031591655,0.463904263
g1009,0.343859846,-1.637599942,0.463618536
g1010,0.344346728,-1.609584066,0.463004039
g1011,0.345078297,-0.901484706,0.462082354
g1012,0.345187656,1.62212829,0.461944743
g1013,0.345231116,0.821635052,0.461890068
g1014,0.34554813,1.132730328,0.461491453
g1015,0.345666404,-1.024456814,0.461342828
g1016,0.345699121,-0.923667855,0.461301725
g1017,0.345708459,-1.03836519,0.461289994
g1018,0.345935109,-1.393365236,0.461005359
g1019,0.346189243,-0.857794197,0.460686431
g1020,0.346361465,2.334794038,0.460470432
g1021,0.346769384,-1.274841031,0.459959253
g1022,0.347068502,0.762035035,0.459584799
g1023,0.347339432,-1.212274256,0.45924591
g1024,0.347376494,-0.31575294,0.459199572
g1025,0.347406898,-1.203847751,0.459161563
g1026,0.347938999,-0.530459261,0.45849689
g1027,0.348015509,1.414247187,0.458401402
g1028,0.348077138,-0.771572204,0.458324501
g1029,0.348119467,-0.999730696,0.45827169
g1030,0.34841201,-1.372469302,0.457906883
g1031,0.349131785,-1.898067922,0.457010611
g1032,0.349258734,2.348987387,0.456852725
g1033,0.349495784,-0.364238707,0.456558059
g1034,0.349570923,3.381822265,0.456464699
g1035,0.349653935,1.712138881,0.45636158
g1036,0.349708767,-1.289207599,0.45629348
g1037,0.349794908,-4.355732606,0.456186517
g1038,0.349845115,1.962441731,0.456124186
g1039,0.3499509,-0.914832617,0.455992885
g1040,0.350151837,6.607520334,0.455743591
g1041,0.350345784,-0.647870413,0.455503104
g1042,0.350781352,-1.155994547,0.454963502
g1043,0.350906307,-3.339708968,0.454808826
g1044,0.351305811,3.641954102,0.454314666
g1045,0.351311906,-1.192258171,0.454307132
g1046,0.351400158,3.868211862,0.454198048
g1047,0.351548589,-1.316995532,0.454014641
g1048,0.351618242,-0.912030351,0.453928602
g1049,0.35171993,-1.943603005,0.453803022
g1050,0.352007737,1.307528304,0.453447791
g1051,0.352095514,-1.465703305,0.453339508
g1052,0.352112858,-1.048088066,0.453318116
g1053,0.352725549,-0.31628468,0.452563082
g1054,0.352834183,-0.99118303,0.452429347
g1055,0.353287635,0.697585724,0.451871563
g1056,0.35342469,1.409985764,0.451703114
g1057,0.353434047,-1.040213623,0.451691616
g1058,0.353661873,-0.792165971,0.451411757
g1059,0.3536766,-0.957793146,0.451393673
g1060,0.353699546,-0.661066079,0.451365498
g1061,0.35374113,-1.704465278,0.451314441
g1062,0.353871902,-1.614879601,0.45115392
g1063,0.353875314,-0.699630058,0.451149732
g1064,0.354039686,-0.645252431,0.450948053
g1065,0.354174008,0.995503965,0.450783314
